順位,コード,銘柄名,現在値,出来高,売買代金(百万円)
1,285A,キオクシアホールディングス,76920.0,34757400,2673868
2,9984,ソフトバンクグループ,7377.0,76525600,578339
3,8035,東京エレクトロン,63660.0,4805100,298432
4,6981,村田製作所,9904.0,25651100,257838
5,6976,太陽誘電,16095.0,14367700,235234
6,5803,フジクラ,4805.0,45052400,214346
7,6857,アドバンテスト,28170.0,7606900,211723
8,8306,三菱ＵＦＪフィナンシャル・グループ,3169.0,57793900,182431
9,6146,ディスコ,72210.0,2278300,162961
10,5801,古河電気工業,51100.0,3007600,153633
11,4062,イビデン,20155.0,6317800,129252
12,6920,レーザーテック,42750.0,2772700,118666
13,7011,三菱重工業,3701.0,28144900,104152
14,8411,みずほフィナンシャルグループ,7645.0,11569200,88147
15,6723,ルネサスエレクトロニクス,4838.0,17895400,86351
16,8316,三井住友フィナンシャルグループ,6129.0,13395700,81939
17,5706,三井金属,46050.0,1783000,81859
18,5802,住友電気工業,13465.0,5585800,75628
19,6758,ソニーグループ,3540.0,19404500,68769
20,6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,8467.0,7747300,64931
21,5016,ＪＸ金属,3922.0,15821700,62076
22,9983,ファーストリテイリング,78870.0,784300,61757
23,7203,トヨタ自動車,2838.5,19751600,56357
24,3110,日東紡績,20770.0,2696500,54453
25,7974,任天堂,7272.0,7210300,52444
26,4063,信越化学工業,7641.0,6730800,51218
27,6752,パナソニック　ホールディングス,3800.0,13402400,50194
28,4004,レゾナック・ホールディングス,17860.0,2720300,48719
29,6762,ＴＤＫ,3950.0,12099400,47635
30,7013,ＩＨＩ,2538.5,17891400,45650
31,3436,ＳＵＭＣＯ,4366.0,10044000,43576
32,6501,日立製作所,5183.0,8401300,43488
33,6861,キーエンス,80040.0,529600,42324
34,6503,三菱電機,5952.0,6699000,39931
35,8766,東京海上ホールディングス,6940.0,5719800,39675
36,6954,ファナック,7800.0,4661100,36206
37,7267,本田技研工業,1504.5,23709300,35586
38,7735,ＳＣＲＥＥＮホールディングス,13440.0,2664200,35321
39,7220,武蔵精密工業,8810.0,4071100,35091
40,6963,ローム,5497.0,6286500,34156
41,4568,第一三共,2392.0,13801100,33269
42,6098,リクルートホールディングス,10615.0,3122600,33254
43,7182,ゆうちょ銀行,3225.0,10161600,32457
44,6971,京セラ,3913.0,8355200,32217
45,8058,三菱商事,4896.0,6381700,31352
46,9432,ＮＴＴ,146.9,210042900,30925
47,6315,ＴＯＷＡ,3210.0,9386200,29752
48,6701,日本電気,4224.0,6944800,29414
49,6367,ダイキン工業,23745.0,1216000,28960
50,7741,ＨＯＹＡ,26430.0,1078800,28727
51,6526,ソシオネクスト,2878.5,9823000,27871
52,7012,川崎重工業,2845.0,9563300,27276
53,6506,安川電機,6942.0,3867000,26772
54,5332,ＴＯＴＯ,8026.0,3165600,25574
55,3687,フィックスターズ,3200.0,8037400,25126
56,3915,テラスカイ,3485.0,6951200,23641
57,3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,9841.0,2370200,23261
58,6702,富士通,3485.0,6646200,23161
59,4901,富士フイルムホールディングス,3548.0,6512200,22824
60,8591,オリックス,6250.0,3631000,22765
61,2914,日本たばこ産業,6025.0,3724400,22547
62,9501,東京電力ホールディングス,541.0,40639800,22442
63,8031,三井物産,5041.0,4438300,22368
64,1928,積水ハウス,3294.0,6776000,22066
65,8308,りそなホールディングス,2097.0,10316900,21626
66,4502,武田薬品工業,4850.0,4360600,21102
67,6301,小松製作所,6955.0,3024300,21044
68,5201,ＡＧＣ,8117.0,2514500,19997
69,9101,日本郵船,5438.0,3586500,19527
70,9412,スカパーＪＳＡＴ,3415.0,5760800,19520
71,5713,住友金属鉱山,8654.0,2081000,18155
72,6504,富士電機,14935.0,1206500,17969
73,6779,日本電波工業,4335.0,4145400,17837
74,6273,ＳＭＣ,65070.0,274600,17819
75,8001,伊藤忠商事,1854.5,9562100,17735
76,4519,中外製薬,7567.0,2311000,17381
77,8053,住友商事,6775.0,2552300,17282
78,8136,サンリオ,920.7,18537000,17147
79,9433,ＫＤＤＩ,2643.5,6444100,17060
80,8630,ＳＯＭＰＯホールディングス,5774.0,2905900,16779
81,8002,丸紅,4968.0,3271700,16306
82,7751,キヤノン,4419.0,3632100,15954
83,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,4247.0,3729600,15869
84,2802,味の素,5118.0,3057000,15684
85,9104,商船三井,5534.0,2829200,15642
86,8309,三井住友トラストグループ,5726.0,2703700,15490
87,6787,メイコー,37300.0,423200,15424
88,9434,ソフトバンク,213.9,71795500,15403
89,7003,三井Ｅ＆Ｓ,4142.0,3697400,15300
90,4022,ラサ工業,2472.0,6008000,15199
91,6871,日本マイクロニクス,14670.0,1047000,15180
92,8801,三井不動産,1467.5,10006200,14724
93,7936,アシックス,4364.0,3362700,14723
94,8830,住友不動産,3518.0,4107400,14547
95,268A,リガク・ホールディングス,3070.0,4626500,14207
96,7701,島津製作所,4057.0,3428200,14048
97,6324,ハーモニック・ドライブ・システムズ,6910.0,1989400,13986
98,5401,日本製鉄,540.5,25638500,13856
99,6323,ローツェ,4424.0,3089500,13628
100,6479,ミネベアミツミ,4968.0,2769600,13604
