順位,コード,銘柄名,現在値,出来高,売買代金(百万円)
1,285A,キオクシアホールディングス,76450.0,34519800,2562459
2,6981,村田製作所,9692.0,62763400,589945
3,6976,太陽誘電,17975.0,29983300,499427
4,9984,ソフトバンクグループ,7048.0,67342100,463066
5,8035,東京エレクトロン,59920.0,5902600,349293
6,5803,フジクラ,4499.0,60698500,268277
7,6857,アドバンテスト,26330.0,8788900,229134
8,4062,イビデン,18595.0,9586300,172029
9,8306,三菱ＵＦＪフィナンシャル・グループ,3180.0,48649000,155441
10,5801,古河電気工業,46500.0,3283600,150622
11,6146,ディスコ,71520.0,1774600,124574
12,6920,レーザーテック,40480.0,2636300,106805
13,5706,三井金属,39460.0,2622300,104088
14,9983,ファーストリテイリング,78060.0,1223500,95695
15,8316,三井住友フィナンシャルグループ,6182.0,15333300,94818
16,5802,住友電気工業,12040.0,7435600,88708
17,7974,任天堂,7738.0,10947500,84388
18,6723,ルネサスエレクトロニクス,4395.0,18519900,80508
19,8411,みずほフィナンシャルグループ,7690.0,10302200,79199
20,6752,パナソニック　ホールディングス,3924.0,20489300,78367
21,7011,三菱重工業,3629.0,20777900,75369
22,6501,日立製作所,4882.0,14980900,73987
23,6762,ＴＤＫ,3835.0,19643100,73514
24,7203,トヨタ自動車,2830.0,22825800,64749
25,6098,リクルートホールディングス,11185.0,5532400,61125
26,6758,ソニーグループ,3443.0,16840900,58094
27,8766,東京海上ホールディングス,7410.0,7369000,54288
28,5016,ＪＸ金属,3555.0,14822100,53140
29,6954,ファナック,7121.0,7118600,50498
30,7220,武蔵精密工業,6390.0,7499000,49944
31,3436,ＳＵＭＣＯ,3501.0,14103400,48841
32,4004,レゾナック・ホールディングス,16560.0,2989100,48583
33,6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,7820.0,6027100,46128
34,6503,三菱電機,5819.0,7745700,44861
35,4063,信越化学工業,6836.0,6302600,43214
36,3110,日東紡績,18340.0,2372000,42755
37,6861,キーエンス,74770.0,550800,41112
38,6963,ローム,5242.0,7973700,40420
39,8058,三菱商事,4805.0,7678500,36947
40,6971,京セラ,3627.0,9833000,35575
41,5713,住友金属鉱山,7718.0,4545300,35065
42,6506,安川電機,6395.0,5368400,34024
43,7735,ＳＣＲＥＥＮホールディングス,12455.0,2730400,33870
44,9432,ＮＴＴ,146.7,223355300,32901
45,7013,ＩＨＩ,2457.5,12896200,31922
46,7012,川崎重工業,2795.0,10730100,29828
47,3687,フィックスターズ,2613.0,10758600,29601
48,7267,本田技研工業,1444.5,19915900,28987
49,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,4540.0,6083800,27437
50,8031,三井物産,4931.0,5554400,27409
51,4502,武田薬品工業,4975.0,5074600,25366
52,2914,日本たばこ産業,6070.0,4114700,25113
53,9433,ＫＤＤＩ,2721.0,9219800,25087
54,7741,ＨＯＹＡ,25605.0,971500,24926
55,6367,ダイキン工業,23265.0,1045900,24476
56,9101,日本郵船,5702.0,4029000,23163
57,9107,川崎汽船,2776.0,8242900,23011
58,8308,りそなホールディングス,2154.0,10578000,22605
59,8053,住友商事,6565.0,3377400,22227
60,8001,伊藤忠商事,1848.0,12011200,22200
61,8630,ＳＯＭＰＯホールディングス,6217.0,3588800,22192
62,7182,ゆうちょ銀行,3154.0,7019000,22106
63,8750,第一ライフグループ,1705.5,12909800,22028
64,6701,日本電気,4065.0,5330200,21646
65,6301,小松製作所,6656.0,3187100,21318
66,8591,オリックス,6243.0,3423300,21314
67,6702,富士通,3437.0,6176100,21289
68,8309,三井住友トラストグループ,5936.0,3583200,21204
69,9501,東京電力ホールディングス,519.2,40598000,21069
70,8604,野村ホールディングス,1399.0,15028400,21015
71,9104,商船三井,5878.0,3537200,20955
72,4901,富士フイルムホールディングス,3504.0,5806500,20270
73,4519,中外製薬,7376.0,2715900,20031
74,4568,第一三共,2559.0,7770900,19920
75,8002,丸紅,4894.0,3951700,19351
76,6273,ＳＭＣ,62480.0,303300,18944
77,2802,味の素,4757.0,3886400,18454
78,8015,豊田通商,6105.0,2956300,18141
79,6504,富士電機,13975.0,1290900,17875
80,6526,ソシオネクスト,2442.5,7191400,17431
81,7751,キヤノン,4370.0,3979400,17361
82,6178,日本郵政,2181.0,7670000,16739
83,6902,デンソー,1925.0,8520200,16453
84,8136,サンリオ,863.2,18694700,16385
85,1605,ＩＮＰＥＸ,3592.0,4508300,16338
86,6779,日本電波工業,4830.0,3601600,16250
87,8801,三井不動産,1487.0,10841900,16100
88,1812,鹿島建設,5465.0,2867200,15795
89,4392,ＦＩＧ,1547.0,9679500,15467
90,9434,ソフトバンク,211.5,70580700,14966
91,8830,住友不動産,3426.0,4332600,14780
92,6479,ミネベアミツミ,4651.0,3181700,14647
93,6361,荏原製作所,5300.0,2802500,14570
94,8303,ＳＢＩ新生銀行,1494.5,9920100,14467
95,5108,ブリヂストン,3436.0,4125600,14187
96,8802,三菱地所,3957.0,3573500,14146
97,5201,ＡＧＣ,7166.0,1948600,13998
98,5401,日本製鉄,540.8,25736400,13946
99,6383,ダイフク,6567.0,2115800,13878
100,4578,大塚ホールディングス,10275.0,1338800,13826
