順位,コード,銘柄名,現在値,出来高,売買代金(百万円)
1,3103,ユニチカ,1513.0,22130500,34621
2,6890,フェローテック,9370.0,2015500,19694
3,6834,精工技研,25920.0,310900,8311
4,7014,名村造船所,4620.0,1514500,6917
5,6855,日本電子材料,7270.0,901600,6693
6,6327,北川精機,3935.0,1627300,6368
7,2702,日本マクドナルドホールディングス,7780.0,667400,5156
8,5985,サンコール,2434.0,2106900,5095
9,6227,ＡＩメカテック,6290.0,658500,4256
10,3350,メタプラネット,228.0,18005100,4149
11,6627,テラプローブ,11310.0,316000,3810
12,8918,ランド,10.0,356876900,3570
13,6777,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ,19770.0,170800,3479
14,8508,Ｊトラスト,903.0,3304500,3051
15,6862,ミナトホールディングス,3845.0,747400,2985
16,7564,ワークマン,6290.0,368100,2295
17,3810,サイバーステップホールディングス,240.0,7938600,1864
18,6524,湖北工業,4930.0,356200,1822
19,4716,日本オラクル,9083.0,198200,1804
20,4966,上村工業,21390.0,74700,1610
21,5010,日本精蝋,333.0,4249100,1438
22,6366,千代田化工建設,715.0,1989500,1429
23,6226,守谷輸送機工業,2366.0,593400,1414
24,4746,東計電算,6480.0,194900,1271
25,7906,ヨネックス,2756.0,454600,1251
26,6016,ジャパンエンジンコーポレーション,10190.0,120500,1238
27,3891,ニッポン高度紙工業,7020.0,169900,1233
28,4970,東洋合成工業,12660.0,95500,1221
29,6023,ダイハツインフィニアース,3060.0,362800,1111
30,6928,エノモト,3030.0,350900,1088
31,6840,ＡＫＩＢＡホールディングス,835.0,1316400,1088
32,7035,ａｎｄ　ｆａｃｔｏｒｙ,292.0,3455900,1087
33,2780,コメ兵ホールディングス,5500.0,188700,1032
34,4222,児玉化学工業,709.0,1408600,1020
35,4816,東映アニメーション,2830.0,351800,993
36,2354,ＹＥ　ＤＩＧＩＴＡＬ,1264.0,766400,977
37,3549,クスリのアオキホールディングス,4014.0,226000,903
38,9425,ＲｅＹｕｕ　Ｊａｐａｎ,230.0,3845200,896
39,7716,ナカニシ,3185.0,276800,885
40,3449,テクノフレックス,3995.0,207700,852
41,6736,サン電子,7600.0,105100,809
42,8841,テーオーシー,1055.0,763500,809
43,6635,大日光・エンジニアリング,641.0,1103300,793
44,6998,日本タングステン,3460.0,231600,784
45,1407,ウエストホールディングス,2740.0,275700,766
46,4107,伊勢化学工業,3800.0,195500,754
47,2782,セリア,4060.0,181900,739
48,7018,内海造船,12800.0,53000,681
49,6276,シリウスビジョン,425.0,1590400,675
50,6960,フクダ電子,11790.0,52100,614
51,6946,日本アビオニクス,5830.0,102300,606
52,6072,地盤ネットホールディングス,1142.0,516100,598
53,3907,シリコンスタジオ,1528.0,364700,549
54,6994,指月電機製作所,1229.0,429800,548
55,8572,アコム,480.4,1074500,516
56,1514,住石ホールディングス,667.0,749900,496
57,7746,岡本硝子,745.0,642500,489
58,3131,シンデン・ハイテックス,6690.0,71200,486
59,287A,黒田グループ,1220.0,395500,483
60,9436,沖縄セルラー電話,4010.0,120400,483
61,3222,ユナイテッド・スーパーマーケット・ホールディングス,819.0,579900,474
62,8789,フィンテック　グローバル,164.0,2931700,472
63,1723,日本電技,2117.0,214300,464
64,7711,助川電気工業,4905.0,91900,463
65,1965,テクノ菱和,6230.0,67100,427
66,3825,リミックスポイント,214.0,1931800,419
67,3168,ＭＥＲＦ,1515.0,260600,411
68,5161,西川ゴム工業,3510.0,116800,405
69,6469,放電精密加工研究所,3125.0,125500,396
70,3054,ハイパー,321.0,1254300,392
71,7287,日本精機,2631.0,145400,386
72,5367,ニッカトー,1261.0,280300,368
73,2805,エスビー食品,6740.0,51500,346
74,2315,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,65.0,5187600,341
75,3895,ハビックス,492.0,696800,341
76,7256,河西工業,468.0,713600,338
77,6918,アバールデータ,3770.0,85700,330
78,6668,アドテック　プラズマ　テクノロジー,3785.0,83600,325
79,7412,アトム,360.0,865900,314
80,4499,Ｓｐｅｅｅ,2532.0,119100,307
81,7760,ＩＭＶ,2086.0,143100,305
82,255A,ジーエルテクノホールディングス,5500.0,54300,303
83,6145,ＮＩＴＴＯＫＵ,2423.0,122900,302
84,5698,エンビプロ・ホールディングス,798.0,370700,300
85,5381,マイポックス,984.0,294500,291
86,2962,テクニスコ,1659.0,171600,285
87,5724,アサカ理研,2923.0,95200,284
88,6677,エスケーエレクトロニクス,3355.0,82700,277
89,604A,ビーエイブル,982.0,263800,263
90,9308,乾汽船,2120.0,116700,248
91,6838,多摩川ホールディングス,1514.0,160600,246
92,8117,中央自動車工業,2143.0,109800,237
93,9828,Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉｎｉｎｇ　Ｃｏｎｃｅｐｔｓ,3325.0,71200,236
94,3441,山王,2862.0,80200,236
95,3374,内外テック,4170.0,55700,236
96,6877,ＯＢＡＲＡ　ＧＲＯＵＰ,5920.0,37700,225
97,9268,オプティマスグループ,440.0,513000,223
98,4628,エスケー化研,8900.0,25100,223
99,6570,共和コーポレーション,3250.0,68400,216
100,8537,大光銀行,3160.0,67200,211
