順位,コード,銘柄名,現在値,出来高,売買代金(百万円)
1,6890,フェローテック,9530.0,988500,9363
2,2702,日本マクドナルドホールディングス,7480.0,1094400,8290
3,6834,精工技研,30800.0,239400,7502
4,6227,ＡＩメカテック,6960.0,952900,6503
5,6327,北川精機,7900.0,835800,6365
6,4107,伊勢化学工業,4455.0,1380200,6117
7,6855,日本電子材料,7730.0,642800,5030
8,4716,日本オラクル,8300.0,490500,4088
9,2962,テクニスコ,1990.0,2095200,4081
10,7564,ワークマン,6820.0,583300,4047
11,7746,岡本硝子,935.0,3449600,3210
12,8918,ランド,11.0,299468100,3158
13,4664,アール・エス・シー,1102.0,2300700,2812
14,3350,メタプラネット,200.0,13616300,2718
15,6627,テラプローブ,13440.0,166400,2239
16,7014,名村造船所,3545.0,578700,2063
17,5367,ニッカトー,1461.0,1355800,2019
18,3103,ユニチカ,1034.0,1761600,1818
19,6777,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ,26590.0,62300,1671
20,6366,千代田化工建設,670.0,2108000,1418
21,5985,サンコール,1713.0,817800,1397
22,9941,太洋物産,1289.0,924600,1382
23,1948,弘電社,11490.0,112400,1292
24,3891,ニッポン高度紙工業,9710.0,128900,1279
25,3549,クスリのアオキホールディングス,3606.0,339700,1212
26,4966,上村工業,27440.0,40400,1107
27,1909,日本ドライケミカル,3695.0,286900,1059
28,6072,地盤ネットホールディングス,991.0,1029900,1026
29,3449,テクノフレックス,9860.0,100100,1001
30,2782,セリア,3635.0,252900,922
31,7906,ヨネックス,2311.0,393200,911
32,6993,大黒屋ホールディングス,91.0,9195500,824
33,6524,湖北工業,5320.0,151800,804
34,4816,東映アニメーション,2434.0,325700,797
35,6668,アドテック　プラズマ　テクノロジー,4000.0,208000,789
36,1407,ウエストホールディングス,2383.0,323400,774
37,7716,ナカニシ,2990.0,223400,664
38,8572,アコム,453.8,1415000,643
39,4935,リベルタ,271.0,2390700,628
40,7412,アトム,373.0,1542900,577
41,4970,東洋合成工業,16560.0,33200,541
42,8105,Ｂｉｔｃｏｉｎ　Ｊａｐａｎ,160.0,3340600,531
43,4972,綜研化学,3420.0,153700,508
44,6960,フクダ電子,11260.0,44200,497
45,8508,Ｊトラスト,816.0,590400,487
46,6838,多摩川ホールディングス,1764.0,270300,481
47,6946,日本アビオニクス,4960.0,96600,477
48,8291,日産東京販売ホールディングス,548.0,864200,468
49,6659,メディアリンクス,65.0,7174600,460
50,255A,ジーエルテクノホールディングス,5970.0,70900,430
51,3529,アツギ,1043.0,414700,421
52,6994,指月電機製作所,1326.0,298100,392
53,287A,黒田グループ,1055.0,358000,377
54,6203,豊和工業,1508.0,248500,376
55,9436,沖縄セルラー電話,3670.0,101200,374
56,6226,守谷輸送機工業,2235.0,164800,366
57,7287,日本精機,2460.0,146700,360
58,6492,岡野バルブ製造,17170.0,20800,356
59,6336,石井表記,1803.0,198200,355
60,3299,ムゲンエステート,1784.0,198400,352
61,2780,コメ兵ホールディングス,4870.0,69500,338
62,2938,オカムラ食品工業,1318.0,257700,334
63,6016,ジャパンエンジンコーポレーション,7800.0,42600,331
64,3222,ユナイテッド・スーパーマーケット・ホールディングス,800.0,366300,294
65,6862,ミナトホールディングス,2109.0,135200,286
66,3565,アセンテック,420.0,687900,283
67,6023,ダイハツインフィニアース,2561.0,109600,280
68,4595,ミズホメディー,1649.0,169900,279
69,5161,西川ゴム工業,3005.0,92200,278
70,1723,日本電技,2327.0,116300,269
71,6125,岡本工作機械製作所,5590.0,46000,262
72,7177,ＧＭＯフィナンシャルホールディングス,984.0,262300,258
73,5381,マイポックス,1071.0,236800,253
74,2805,エスビー食品,5230.0,48100,252
75,3544,サツドラホールディングス,1300.0,192400,249
76,3446,ジェイテックコーポレーション,1850.0,132400,244
77,6637,寺崎電気産業,3360.0,73800,244
78,7279,ハイレックスコーポレーション,2000.0,119400,241
79,6840,ＡＫＩＢＡホールディングス,784.0,307700,241
80,9369,キユーソー流通システム,3300.0,71600,236
81,2315,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,58.0,4097300,234
82,4691,ワシントンホテル,2575.0,91100,232
83,6915,千代田インテグレ,3190.0,71700,228
84,1965,テクノ菱和,5720.0,38600,220
85,6145,ＮＩＴＴＯＫＵ,2906.0,74600,219
86,2354,ＹＥ　ＤＩＧＩＴＡＬ,779.0,275500,217
87,4499,Ｓｐｅｅｅ,2247.0,96400,214
88,3733,ソフトウェア・サービス,10660.0,19400,212
89,9828,Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉｎｉｎｇ　Ｃｏｎｃｅｐｔｓ,3170.0,66400,211
90,8117,中央自動車工業,2021.0,102400,206
91,3083,スターシーズ,980.0,197500,197
92,6356,日本ギア工業,1490.0,130500,195
93,5721,エスクリプトエナジー,64.0,2961700,189
94,5218,オハラ,1550.0,121700,187
95,4174,アピリッツ,678.0,262700,186
96,3441,山王,3445.0,53800,182
97,3776,ブロードバンドタワー,285.0,626400,179
98,6736,サン電子,8580.0,20700,178
99,9733,ナガセ,2300.0,73300,170
100,6877,ＯＢＡＲＡ　ＧＲＯＵＰ,6080.0,27900,170
