順位,コード,銘柄名,現在値,出来高,売買代金(百万円)
1,6203,豊和工業,1927.0,6712800,12850
2,8105,Ｂｉｔｃｏｉｎ　Ｊａｐａｎ,276.0,51947400,11856
3,4716,日本オラクル,9861.0,1138800,11123
4,3350,メタプラネット,267.0,33373300,9226
5,6834,精工技研,25920.0,292700,7509
6,6890,フェローテック,8010.0,928100,7226
7,6227,ＡＩメカテック,6140.0,1180700,7009
8,6327,北川精機,4900.0,1239600,5948
9,6855,日本電子材料,7570.0,812300,5917
10,2702,日本マクドナルドホールディングス,7570.0,729600,5548
11,7014,名村造船所,3470.0,1615200,5509
12,3103,ユニチカ,1223.0,4078200,5029
13,6777,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ,25450.0,175000,4361
14,7564,ワークマン,8080.0,530700,4302
15,6072,地盤ネットホールディングス,1600.0,1824200,2890
16,3891,ニッポン高度紙工業,8110.0,359800,2882
17,6366,千代田化工建設,722.0,3871000,2741
18,6245,ヒラノテクシード,2520.0,976000,2437
19,5367,ニッカトー,1327.0,1824400,2374
20,6659,メディアリンクス,83.0,28366700,2283
21,8918,ランド,10.0,225832200,2258
22,1407,ウエストホールディングス,2489.0,857000,2128
23,5985,サンコール,1587.0,1248600,1979
24,6524,湖北工業,5910.0,319800,1845
25,1948,弘電社,11470.0,152400,1749
26,4107,伊勢化学工業,4250.0,362900,1534
27,1909,日本ドライケミカル,3730.0,398700,1491
28,4966,上村工業,23160.0,62200,1412
29,6016,ジャパンエンジンコーポレーション,8010.0,177000,1408
30,6656,インスペック,1038.0,1287700,1326
31,6946,日本アビオニクス,5290.0,239900,1269
32,6023,ダイハツインフィニアース,2634.0,431400,1158
33,6627,テラプローブ,10980.0,105600,1131
34,6840,ＡＫＩＢＡホールディングス,1096.0,1068800,1099
35,6838,多摩川ホールディングス,2283.0,478800,1080
36,7716,ナカニシ,2912.0,356600,1036
37,6862,ミナトホールディングス,2196.0,487400,1036
38,6994,指月電機製作所,1255.0,818400,1018
39,4970,東洋合成工業,16400.0,56000,911
40,8572,アコム,448.5,2024500,909
41,4100,戸田工業,1880.0,475800,887
42,2162,ｎｍｓ　ホールディングス,538.0,1644500,885
43,8508,Ｊトラスト,735.0,1218700,884
44,6145,ＮＩＴＴＯＫＵ,3295.0,228900,754
45,7906,ヨネックス,2325.0,316900,737
46,6993,大黒屋ホールディングス,98.0,7211900,713
47,2782,セリア,3705.0,188000,693
48,3449,テクノフレックス,6720.0,103600,684
49,4293,セプテーニ・ホールディングス,553.0,1224600,679
50,9436,沖縄セルラー電話,3630.0,185900,669
51,6670,ＭＣＪ,2182.0,297600,650
52,6960,フクダ電子,11570.0,55100,630
53,6837,京写,388.0,1549500,599
54,6336,石井表記,1298.0,441700,584
55,6226,守谷輸送機工業,2099.0,275900,572
56,287A,黒田グループ,1054.0,547200,569
57,7177,ＧＭＯフィナンシャルホールディングス,1109.0,501200,559
58,6877,ＯＢＡＲＡ　ＧＲＯＵＰ,6000.0,90800,542
59,4816,東映アニメーション,2371.0,226900,537
60,3810,サイバーステップホールディングス,183.0,2926400,519
61,2780,コメ兵ホールディングス,5200.0,100200,517
62,6864,エヌエフホールディングス,2054.0,254800,497
63,4406,新日本理化,219.0,2209900,486
64,5161,西川ゴム工業,2964.0,159700,470
65,1723,日本電技,2186.0,214400,465
66,7279,ハイレックスコーポレーション,2343.0,198500,460
67,3299,ムゲンエステート,1636.0,279000,459
68,7287,日本精機,2613.0,174600,451
69,4499,Ｓｐｅｅｅ,3125.0,142600,448
70,550A,ソフトテックス,2821.0,165800,438
71,3719,ＡＩストーム,209.0,1935600,414
72,4595,ミズホメディー,1679.0,237400,399
73,6125,岡本工作機械製作所,5370.0,74900,393
74,7711,助川電気工業,5200.0,75500,393
75,6666,リバーエレテック,1108.0,351200,392
76,6736,サン電子,9100.0,42200,391
77,255A,ジーエルテクノホールディングス,6670.0,58700,388
78,1965,テクノ菱和,5950.0,60900,358
79,7746,岡本硝子,773.0,459300,357
80,3907,シリコンスタジオ,1164.0,304400,353
81,1972,三晃金属工業,1182.0,297600,350
82,8699,ＨＳホールディングス,1138.0,311300,346
83,8746,ｕｎｂａｎｋｅｄ,210.0,1540600,343
84,5644,メタルアート,7620.0,44800,342
85,4800,オリコン,1328.0,252200,335
86,6425,ユニバーサルエンターテインメント,690.0,474000,331
87,5950,日本パワーファスニング,158.0,1856300,324
88,6356,日本ギア工業,1457.0,220600,324
89,6629,テクノホライゾン,1026.0,317400,322
90,6492,岡野バルブ製造,16310.0,19700,321
91,9369,キユーソー流通システム,3385.0,94200,318
92,146A,コロンビア・ワークス,2696.0,112400,304
93,6217,津田駒工業,1235.0,238100,300
94,6378,木村化工機,1137.0,252200,291
95,5381,マイポックス,1075.0,280900,288
96,6955,ＦＤＫ,437.0,625300,281
97,3444,菊池製作所,1051.0,267300,278
98,2805,エスビー食品,5420.0,50900,273
99,4972,綜研化学,3460.0,79000,271
100,7859,アルメディオ,287.0,891900,270
