順位,コード,銘柄名,現在値,出来高,売買代金(百万円)
1,593A,ティアフォー,1102.0,20430100,24314
2,278A,Ｔｅｒｒａ　Ｄｒｏｎｅ,12690.0,1593100,20324
3,581A,ＧＯ,2998.0,3240500,9634
4,485A,パワーエックス,1860.0,4265000,7987
5,6522,アスタリスク,1690.0,4618600,7960
6,5253,カバー,1350.0,4733900,6692
7,4564,オンコセラピー・サイエンス,21.0,192136100,3901
8,186A,アストロスケールホールディングス,1026.0,3628800,3739
9,464A,ＱＰＳホールディングス,1509.0,2223400,3400
10,3905,データセクション,2328.0,1429500,3286
11,6613,ＱＤレーザ,1643.0,1816300,3029
12,4597,ソレイジア・ファーマ,28.0,86472900,2479
13,215A,タイミー,1471.0,1633500,2370
14,4894,クオリプス,4190.0,482500,2156
15,290A,Ｓｙｎｓｐｅｃｔｉｖｅ,1130.0,1455900,1663
16,9256,サクシード,2120.0,634000,1484
17,4259,エクサウィザーズ,799.0,1877800,1469
18,4424,Ａｍａｚｉａ,379.0,3661100,1365
19,2160,ジーエヌアイグループ,2602.0,516900,1331
20,584A,ＬｉＮＫＸ,2799.0,432500,1211
21,446A,ノースサンド,1450.0,779300,1118
22,141A,トライアルホールディングス,2989.0,368400,1094
23,7685,ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,3145.0,339400,1062
24,598A,チャットプラス,1813.0,541800,1043
25,2334,イオレ,515.0,1975200,1008
26,5240,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ,213.0,5119600,1005
27,319A,技術承継機構,15910.0,57600,896
28,4592,サンバイオ,957.0,919700,886
29,9166,ＧＥＮＤＡ,575.0,1501200,862
30,6232,ＡＣＳＬ,1748.0,480700,844
31,4419,Ｆｉｎａｔｅｘｔホールディングス,1502.0,520000,787
32,4478,フリー,2405.0,324300,767
33,4588,オンコリスバイオファーマ,2469.0,300300,746
34,5246,ＥＬＥＭＥＮＴＳ,782.0,954700,735
35,4475,ＨＥＮＮＧＥ,1251.0,564800,708
36,5243,ｎｏｔｅ,2025.0,336600,688
37,247A,Ａｉロボティクス,814.0,754000,603
38,5242,アイズ,2209.0,253600,588
39,281A,インフォメティス,450.0,1225500,578
40,456A,ＨＵＭＡＮ　ＭＡＤＥ,1390.0,400200,566
41,7806,ＭＴＧ,7670.0,71500,550
42,402A,アクセルスペースホールディングス,475.0,1132200,533
43,150A,ＪＳＨ,556.0,900900,517
44,3624,アクセルマーク,70.0,6540200,491
45,9348,ｉｓｐａｃｅ,413.0,1154800,479
46,325A,ＴＥＮＴＩＡＬ,1672.0,268200,448
47,6548,旅工房,108.0,3345600,440
48,7803,ブシロード,367.0,1188900,434
49,6521,オキサイド,3290.0,124700,411
50,6255,エヌ・ピー・シー,581.0,699000,410
51,3664,ＷＩＺＥ,23.0,18059600,407
52,7777,スリー・ディー・マトリックス,343.0,1128400,389
53,4593,ヘリオス,239.0,1408900,341
54,219A,Ｈｅａｒｔｓｅｅｄ,1670.0,200800,338
55,5842,インテグラル,2725.0,120500,332
56,4431,スマレジ,2900.0,109400,313
57,5834,ＳＢＩリーシングサービス,2767.0,105500,292
58,3479,ＴＫＰ,1812.0,161000,291
59,2986,ＬＡホールディングス,2705.0,99900,270
60,5574,ＡＢＥＪＡ,2287.0,108900,250
61,6085,アーキテクツ・スタジオ・ジャパン,120.0,1967800,232
62,3692,ＦＦＲＩセキュリティ,5000.0,45800,229
63,4889,レナサイエンス,1499.0,150500,226
64,7047,ポート,2388.0,94000,226
65,9270,バリュエンスホールディングス,1917.0,113600,218
66,336A,ダイナミックマッププラットフォーム,803.0,250600,203
67,7779,ＣＹＢＥＲＤＹＮＥ,221.0,769800,171
68,7373,アイドマ・ホールディングス,994.0,171700,169
69,4425,Ｋｕｄａｎ,1764.0,94900,167
70,4493,サイバーセキュリティクラウド,1759.0,94400,167
71,7409,ＡｅｒｏＥｄｇｅ,1478.0,109100,161
72,504A,イノバセル,468.0,338900,160
73,3491,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,1318.0,119200,155
74,3652,ディジタルメディアプロフェッショナル,2254.0,68100,152
75,3989,シェアリングテクノロジー,1402.0,106600,150
76,4586,メドレックス,63.0,2375100,147
77,218A,Ｌｉｂｅｒａｗａｒｅ,1022.0,142000,146
78,421A,ムービン・ストラテジック・キャリア,3815.0,37300,142
79,2158,ＦＲＯＮＴＥＯ,630.0,221000,141
80,1436,グリーンエナジー＆カンパニー,1320.0,109000,140
81,332A,ミーク,970.0,145000,140
82,4417,グローバルセキュリティエキスパート,4230.0,33000,139
83,4258,網屋,4250.0,32600,137
84,7794,イーディーピー,919.0,147400,136
85,4377,ワンキャリア,1975.0,68400,133
86,5892,ｙｕｔｏｒｉ,1962.0,68400,132
87,350A,デジタルグリッド,758.0,172200,131
88,280A,ＴＭＨ,960.0,137800,131
89,4418,ＪＤＳＣ,792.0,164600,130
90,6574,コンヴァノ,87.0,1463700,129
91,7318,セレンディップ・ホールディングス,2012.0,63200,126
92,4591,リボミック,74.0,1661500,124
93,3558,ジェイドグループ,1628.0,75900,124
94,296A,令和アカウンティング・ホールディングス,919.0,134100,122
95,135A,ＶＲＡＩＮ　Ｓｏｌｕｔｉｏｎ,3670.0,32800,120
96,7138,ＴＯＲＩＣＯ,129.0,895700,120
97,472A,ミラティブ,518.0,226900,118
98,523A,セイワホールディングス,1545.0,76500,117
99,4165,プレイド,542.0,215300,116
100,3911,Ａｉｍｉｎｇ,204.0,572200,115
