順位,コード,銘柄名,現在値,出来高,売買代金(百万円)
1,285A,キオクシアホールディングス,77540.0,43759900,3224257
2,9984,ソフトバンクグループ,8632.0,132031000,1137440
3,6981,村田製作所,10230.0,50853300,528263
4,6976,太陽誘電,16225.0,28521200,437070
5,5801,古河電気工業,50910.0,4460000,225221
6,5803,フジクラ,4574.0,48742800,220734
7,6857,アドバンテスト,26320.0,8218300,212940
8,4062,イビデン,21135.0,8084800,171528
9,8035,東京エレクトロン,53710.0,2681900,142393
10,7011,三菱重工業,3516.0,35355900,122800
11,5706,三井金属,49550.0,2287800,114217
12,8306,三菱ＵＦＪフィナンシャル・グループ,3046.0,37371200,112957
13,7203,トヨタ自動車,2844.0,37933000,107867
14,6146,ディスコ,64200.0,1625200,102070
15,5802,住友電気工業,13015.0,7301000,93708
16,6762,ＴＤＫ,3849.0,23686700,92638
17,6920,レーザーテック,39250.0,2388900,92309
18,6758,ソニーグループ,3669.0,24443600,88703
19,6098,リクルートホールディングス,10845.0,7506200,81951
20,9983,ファーストリテイリング,79680.0,1006900,80160
21,6723,ルネサスエレクトロニクス,4455.0,17662600,77299
22,8316,三井住友フィナンシャルグループ,5951.0,12902800,76153
23,5016,ＪＸ金属,3629.0,20331800,74268
24,8411,みずほフィナンシャルグループ,7346.0,10005100,72712
25,7974,任天堂,7426.0,9818500,72233
26,4063,信越化学工業,7473.0,8746700,64747
27,3436,ＳＵＭＣＯ,4285.0,15095700,63171
28,6954,ファナック,7593.0,7795300,59542
29,3110,日東紡績,21900.0,2636100,57870
30,4004,レゾナック・ホールディングス,17825.0,3219800,56894
31,6503,三菱電機,6001.0,9193900,55090
32,6501,日立製作所,5083.0,10393900,52566
33,8058,三菱商事,4924.0,10546100,51929
34,7220,武蔵精密工業,8240.0,5671300,47064
35,6861,キーエンス,78340.0,592800,46473
36,6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,7449.0,6208100,46399
37,5201,ＡＧＣ,7643.0,6108200,45498
38,6701,日本電気,4434.0,9485400,41647
39,6702,富士通,3701.0,11188300,41326
40,6506,安川電機,6622.0,6224500,41277
41,6752,パナソニック　ホールディングス,3595.0,11490500,40941
42,7013,ＩＨＩ,2588.5,15719200,40604
43,7012,川崎重工業,2823.0,14129000,39561
44,268A,リガク・ホールディングス,3240.0,12370700,38323
45,6367,ダイキン工業,22660.0,1674100,38030
46,8766,東京海上ホールディングス,7046.0,5323900,37489
47,9432,ＮＴＴ,147.9,246723400,36446
48,6326,クボタ,2931.5,12513500,35907
49,6301,小松製作所,6544.0,5389300,34849
50,8031,三井物産,5066.0,6283800,31816
51,8001,伊藤忠商事,1857.5,17037100,31575
52,3687,フィックスターズ,3000.0,11664600,31447
53,6963,ローム,5150.0,5816000,29272
54,6971,京セラ,3544.0,8356800,29236
55,7735,ＳＣＲＥＥＮホールディングス,11315.0,2562700,28510
56,6504,富士電機,14695.0,1794300,26313
57,2802,味の素,5262.0,4996400,26241
58,1605,ＩＮＰＥＸ,3567.0,7383900,26167
59,5713,住友金属鉱山,8779.0,2932000,25435
60,4502,武田薬品工業,4850.0,5212500,25278
61,5401,日本製鉄,536.6,46353800,25000
62,6594,ニデック,2815.0,8886400,24940
63,8002,丸紅,4910.0,5020200,24541
64,2914,日本たばこ産業,6132.0,3956700,24191
65,6526,ソシオネクスト,2848.0,8582400,23936
66,7741,ＨＯＹＡ,26305.0,894500,23466
67,9501,東京電力ホールディングス,560.0,42210000,23342
68,9433,ＫＤＤＩ,2661.5,8725800,23264
69,4901,富士フイルムホールディングス,3346.0,6815500,22853
70,9412,スカパーＪＳＡＴ,3755.0,6144300,22835
71,7267,本田技研工業,1387.0,16234300,22460
72,8801,三井不動産,1510.5,14964600,22460
73,6361,荏原製作所,5357.0,4060800,21927
74,8136,サンリオ,896.0,23790300,21504
75,8053,住友商事,6820.0,3123400,21295
76,8591,オリックス,6220.0,3439000,21209
77,3382,セブン＆アイ・ホールディングス,1854.5,11419900,21153
78,6787,メイコー,39200.0,539200,20884
79,8473,ＳＢＩホールディングス,2968.0,7059800,20484
80,4519,中外製薬,7618.0,2597400,19717
81,6324,ハーモニック・ドライブ・システムズ,7110.0,2729400,19500
82,8630,ＳＯＭＰＯホールディングス,5900.0,3262800,19321
83,6273,ＳＭＣ,63680.0,300300,19240
84,4307,野村総合研究所,5047.0,3778000,19234
85,4543,テルモ,2248.5,8137600,18590
86,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,4266.0,4316300,18375
87,8802,三菱地所,3973.0,4667700,18375
88,4568,第一三共,2582.5,7108300,18357
89,9104,商船三井,5500.0,3334700,18226
90,6479,ミネベアミツミ,4675.0,3912700,18110
91,4503,アステラス製薬,2169.5,8224300,17765
92,9101,日本郵船,5319.0,3293100,17460
93,9766,コナミグループ,20200.0,859600,17409
94,4078,堺化学工業,6380.0,2758100,17322
95,4661,オリエンタルランド,2189.0,7497600,16499
96,8308,りそなホールディングス,2023.0,8197400,16463
97,1925,大和ハウス工業,4187.0,3914800,16327
98,6965,浜松ホトニクス,2732.0,6016300,16286
99,8830,住友不動産,3677.0,4450700,16068
100,6997,日本ケミコン,4785.0,3239900,15816
