順位,コード,銘柄名,現在値,出来高,売買代金(百万円)
1,6890,フェローテック,8620.0,2229100,19378
2,2354,ＹＥ　ＤＩＧＩＴＡＬ,1350.0,5440000,8330
3,7014,名村造船所,4460.0,1417500,6266
4,6227,ＡＩメカテック,6810.0,805200,5450
5,4716,日本オラクル,8679.0,460100,3960
6,6855,日本電子材料,6150.0,638400,3895
7,6993,大黒屋ホールディングス,101.0,37214700,3438
8,3907,シリコンスタジオ,1166.0,2692900,3369
9,3350,メタプラネット,225.0,14346300,3233
10,2702,日本マクドナルドホールディングス,7730.0,402600,3100
11,8918,ランド,10.0,309121500,3091
12,7564,ワークマン,5840.0,445100,2598
13,6366,千代田化工建設,726.0,3394000,2428
14,4966,上村工業,23130.0,87300,2017
15,6777,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ,18310.0,109700,1998
16,6016,ジャパンエンジンコーポレーション,9690.0,208000,1997
17,6834,精工技研,20120.0,100000,1992
18,3449,テクノフレックス,4720.0,409200,1883
19,1407,ウエストホールディングス,2783.0,611900,1710
20,6327,北川精機,3635.0,435200,1582
21,1723,日本電技,2404.0,663800,1540
22,6627,テラプローブ,10860.0,136300,1471
23,3103,ユニチカ,859.0,1603100,1357
24,4970,東洋合成工業,15000.0,89000,1336
25,4816,東映アニメーション,2870.0,434600,1237
26,6946,日本アビオニクス,5290.0,220500,1163
27,3549,クスリのアオキホールディングス,3770.0,294400,1107
28,6629,テクノホライゾン,981.0,1076000,1089
29,8572,アコム,493.6,2064700,1012
30,7906,ヨネックス,2613.0,378700,985
31,3891,ニッポン高度紙工業,6840.0,143500,981
32,2782,セリア,3785.0,256700,967
33,4935,リベルタ,294.0,3078200,921
34,4107,伊勢化学工業,3675.0,245700,903
35,6023,ダイハツインフィニアース,2840.0,275300,782
36,255A,ジーエルテクノホールディングス,5750.0,136100,775
37,7716,ナカニシ,3195.0,239300,758
38,6668,アドテック　プラズマ　テクノロジー,2979.0,227800,678
39,4972,綜研化学,3095.0,206800,653
40,5985,サンコール,1241.0,437400,542
41,6524,湖北工業,4510.0,120100,537
42,1965,テクノ菱和,6350.0,82800,523
43,9308,乾汽船,1860.0,283000,514
44,6877,ＯＢＡＲＡ　ＧＲＯＵＰ,5860.0,82100,477
45,6858,小野測器,814.0,571900,462
46,3399,丸千代山岡家,3770.0,116500,434
47,6960,フクダ電子,11910.0,34800,410
48,2805,エスビー食品,6130.0,65900,408
49,6469,放電精密加工研究所,2765.0,142100,390
50,6637,寺崎電気産業,4165.0,93400,389
51,4434,サーバーワークス,2070.0,187700,388
52,287A,黒田グループ,1107.0,342900,378
53,7018,内海造船,11090.0,33700,372
54,5161,西川ゴム工業,3225.0,113500,364
55,7746,岡本硝子,770.0,463700,356
56,4366,ダイトーケミックス,442.0,776500,351
57,6492,岡野バルブ製造,13950.0,25000,348
58,6226,守谷輸送機工業,2565.0,133300,344
59,8508,Ｊトラスト,829.0,404800,336
60,5367,ニッカトー,1157.0,283700,327
61,9436,沖縄セルラー電話,3845.0,83600,321
62,7711,助川電気工業,4510.0,70100,311
63,6677,エスケーエレクトロニクス,3525.0,88200,311
64,4992,北興化学工業,1912.0,161100,308
65,3222,ユナイテッド・スーパーマーケット・ホールディングス,823.0,374200,306
66,6838,多摩川ホールディングス,1365.0,197900,271
67,6356,日本ギア工業,1379.0,195400,266
68,3791,ＩＧポート,1006.0,268400,265
69,2656,ベクターホールディングス,156.0,1604300,259
70,3174,ハピネス・アンド・ディ,454.0,520800,250
71,6145,ＮＩＴＴＯＫＵ,2673.0,93100,248
72,2693,ＹＫＴ,341.0,701000,244
73,6203,豊和工業,1435.0,170700,244
74,3299,ムゲンエステート,2014.0,121200,243
75,6072,地盤ネットホールディングス,884.0,267300,236
76,9828,Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉｎｉｎｇ　Ｃｏｎｃｅｐｔｓ,3445.0,67800,233
77,7177,ＧＭＯフィナンシャルホールディングス,1064.0,219800,232
78,7932,ニッピ,12450.0,17800,219
79,6994,指月電機製作所,1045.0,210400,218
80,4628,エスケー化研,9010.0,23800,215
81,6125,岡本工作機械製作所,5120.0,41700,215
82,6736,サン電子,9860.0,21500,212
83,6862,ミナトホールディングス,1851.0,112000,206
84,4238,ミライアル,1688.0,121400,205
85,7287,日本精機,2417.0,83200,200
86,7760,ＩＭＶ,2391.0,82000,195
87,2315,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,60.0,3217000,192
88,5992,中央発條,3760.0,51100,192
89,2962,テクニスコ,1206.0,156500,189
90,146A,コロンビア・ワークス,3200.0,56000,176
91,2437,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,680.0,246300,164
92,5958,三洋工業,4685.0,34100,163
93,6433,ヒーハイスト,894.0,175500,159
94,4293,セプテーニ・ホールディングス,504.0,315300,158
95,3544,サツドラホールディングス,1258.0,125400,158
96,8995,誠建設工業,943.0,166100,153
97,8871,ゴールドクレスト,3375.0,45300,153
98,9708,帝国ホテル,998.0,151600,152
99,6870,日本フェンオール,2538.0,58200,151
100,6882,三社電機製作所,1138.0,132900,150
