順位,コード,銘柄名,現在値,出来高,売買代金(百万円)
1,285A,キオクシアホールディングス,51800.0,44841300,2392917
2,5803,フジクラ,5760.0,69216100,404496
3,6976,太陽誘電,10935.0,31368600,350795
4,6981,村田製作所,8311.0,39681100,326695
5,6857,アドバンテスト,35940.0,8063200,292237
6,4062,イビデン,21560.0,10795100,238103
7,8035,東京エレクトロン,59470.0,3320000,198201
8,5801,古河電気工業,4111.0,38198600,160941
9,9984,ソフトバンクグループ,5575.0,26746800,150303
10,8306,三菱ＵＦＪフィナンシャル・グループ,3709.0,40630500,149312
11,6920,レーザーテック,40490.0,3001100,122713
12,6146,ディスコ,65830.0,1621200,107323
13,7011,三菱重工業,4256.0,23526500,99148
14,7974,任天堂,8325.0,10948800,91601
15,6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,9015.0,9489900,86959
16,8411,みずほフィナンシャルグループ,8775.0,10010600,86848
17,8316,三井住友フィナンシャルグループ,6969.0,12156800,84130
18,6098,リクルートホールディングス,16790.0,4955300,83181
19,5016,ＪＸ金属,3861.0,19227000,75424
20,9983,ファーストリテイリング,77350.0,931400,72281
21,4004,レゾナック・ホールディングス,17000.0,3910100,67229
22,5706,三井金属,29500.0,2199900,65357
23,7203,トヨタ自動車,2985.0,21779600,65089
24,5802,住友電気工業,2334.5,26732000,62796
25,6954,ファナック,6505.0,9206400,60346
26,3436,ＳＵＭＣＯ,3846.0,14964000,57943
27,6758,ソニーグループ,3700.0,14969000,55442
28,6501,日立製作所,5702.0,9441100,53811
29,8766,東京海上ホールディングス,7622.0,6818400,51714
30,3099,三越伊勢丹ホールディングス,3695.0,14119300,51343
31,7013,ＩＨＩ,2975.0,16662500,49371
32,6871,日本マイクロニクス,14460.0,3309800,48449
33,6861,キーエンス,86630.0,558700,48432
34,8136,サンリオ,1227.0,39340200,48237
35,6723,ルネサスエレクトロニクス,3754.0,11321700,42922
36,7735,ＳＣＲＥＥＮホールディングス,14135.0,2971400,42008
37,5713,住友金属鉱山,9823.0,4147200,40606
38,6367,ダイキン工業,21365.0,1810200,38811
39,9432,ＮＴＴ,160.5,239429600,38297
40,7911,ＴＯＰＰＡＮホールディングス,5448.0,6773100,37471
41,6273,ＳＭＣ,77330.0,450000,35025
42,6752,パナソニック　ホールディングス,4679.0,7086800,33199
43,7012,川崎重工業,2818.0,11679400,32778
44,6762,ＴＤＫ,3235.0,9660600,31241
45,4063,信越化学工業,6378.0,4862800,31123
46,5401,日本製鉄,677.7,43268600,29500
47,6503,三菱電機,6020.0,4841400,29118
48,8058,三菱商事,4832.0,5804500,28084
49,8308,りそなホールディングス,2446.5,11193400,27020
50,4901,富士フイルムホールディングス,3277.0,8043700,26358
51,9433,ＫＤＤＩ,2830.0,9087100,25665
52,7182,ゆうちょ銀行,3223.0,8015900,25577
53,4755,楽天グループ,761.4,32366600,24506
54,6506,安川電機,5480.0,4408000,24335
55,3110,日東紡績,3235.0,7628400,24267
56,6902,デンソー,1901.5,12560400,23902
57,5108,ブリヂストン,4129.0,5547100,22957
58,6141,ＤＭＧ森精機,3280.0,6917000,22886
59,2802,味の素,5636.0,4051800,22743
60,8001,伊藤忠商事,2078.0,10511000,21830
61,7832,バンダイナムコホールディングス,5252.0,4134400,21739
62,7741,ＨＯＹＡ,26560.0,816400,21634
63,6526,ソシオネクスト,1991.5,10755500,21522
64,8031,三井物産,4894.0,4351700,21327
65,6701,日本電気,4917.0,4357000,21325
66,7267,本田技研工業,1647.5,12460000,20589
67,7936,アシックス,4766.0,4294300,20550
68,8591,オリックス,6372.0,3219200,20501
69,9434,ソフトバンク,233.4,86547000,20168
70,6702,富士通,3750.0,5329100,19846
71,8002,丸紅,4972.0,3884200,19387
72,5411,ＪＦＥホールディングス,1797.5,10605100,19167
73,2914,日本たばこ産業,7068.0,2696600,18983
74,8015,豊田通商,7198.0,2592000,18655
75,8309,三井住友トラストグループ,1753.0,10615200,18470
76,4452,花王,3557.0,5103400,18303
77,6361,荏原製作所,5906.0,3072700,18090
78,1605,ＩＮＰＥＸ,3700.0,4759400,17614
79,4519,中外製薬,7175.0,2369600,16979
80,6645,オムロン,7002.0,2409500,16956
81,4751,サイバーエージェント,1255.0,13451900,16769
82,6301,小松製作所,7362.0,2271300,16664
83,9501,東京電力ホールディングス,520.9,31862800,16649
84,6971,京セラ,3905.0,4261800,16616
85,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,4845.0,3401400,16431
86,4502,武田薬品工業,5559.0,2954100,16427
87,9104,商船三井,6279.0,2577700,16174
88,4661,オリエンタルランド,3001.0,5341800,15904
89,8053,住友商事,1779.5,8664600,15422
90,4543,テルモ,2620.5,5893400,15391
91,4186,東京応化工業,9688.0,1558800,15006
92,1812,鹿島建設,4868.0,2995400,14637
93,8630,ＳＯＭＰＯホールディングス,7029.0,2087200,14617
94,9101,日本郵船,6211.0,2316400,14345
95,6963,ローム,4886.0,2896900,14224
96,2502,アサヒグループホールディングス,1683.5,8319900,13964
97,4578,大塚ホールディングス,12435.0,1103400,13678
98,6315,ＴＯＷＡ,2495.0,5372400,13624
99,7272,ヤマハ発動機,1900.0,7179200,13556
100,8750,第一ライフグループ,1884.0,7144200,13404
