順位,コード,銘柄名,現在値,出来高,売買代金(百万円)
1,3103,ユニチカ,1457.0,14417200,21246
2,4440,ヴィッツ,2033.0,9642200,20193
3,6730,アクセル,1288.0,10505800,14120
4,4667,アイサンテクノロジー,3670.0,2733800,9944
5,6890,フェローテック,8890.0,1035400,9319
6,3350,メタプラネット,279.0,31315000,8851
7,7014,名村造船所,4600.0,1489300,6889
8,6834,精工技研,4630.0,1349700,6391
9,6227,ＡＩメカテック,5790.0,746700,4360
10,8918,ランド,11.0,362100400,3945
11,7564,ワークマン,5930.0,593500,3505
12,2702,日本マクドナルドホールディングス,8220.0,340100,2783
13,6855,日本電子材料,5970.0,428000,2570
14,3907,シリコンスタジオ,2367.0,1158400,2561
15,1909,日本ドライケミカル,3695.0,657600,2433
16,4716,日本オラクル,9121.0,205800,1875
17,5985,サンコール,1998.0,927500,1856
18,6862,ミナトホールディングス,3935.0,421900,1627
19,6777,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ,17910.0,87400,1586
20,6524,湖北工業,4535.0,333900,1545
21,2782,セリア,4380.0,342100,1499
22,8508,Ｊトラスト,765.0,1867400,1446
23,3083,スターシーズ,1349.0,1084900,1412
24,6897,ツインバード,693.0,2045100,1351
25,7906,ヨネックス,2555.0,509500,1299
26,4840,トライアイズ,782.0,1482800,1219
27,4107,伊勢化学工業,4100.0,269900,1113
28,604A,ビーエイブル,1203.0,934700,1111
29,4970,東洋合成工業,10520.0,104400,1103
30,6366,千代田化工建設,708.0,1519300,1083
31,8746,ｕｎｂａｎｋｅｄ,159.0,6883300,1075
32,6016,ジャパンエンジンコーポレーション,10740.0,98400,1067
33,4966,上村工業,19080.0,54200,1041
34,1407,ウエストホールディングス,2381.0,411100,984
35,3549,クスリのアオキホールディングス,4162.0,238100,984
36,4420,イーソル,857.0,1078500,911
37,5724,アサカ理研,3270.0,275600,900
38,6946,日本アビオニクス,5740.0,154500,892
39,287A,黒田グループ,1168.0,662700,780
40,4816,東映アニメーション,3060.0,255200,779
41,7716,ナカニシ,3045.0,250300,766
42,2354,ＹＥ　ＤＩＧＩＴＡＬ,1321.0,578300,764
43,2612,かどや製油,2441.0,302300,734
44,6327,北川精機,3030.0,226900,689
45,2780,コメ兵ホールディングス,4835.0,137500,671
46,8572,アコム,478.3,1338600,644
47,6960,フクダ電子,11720.0,54600,642
48,6769,ザインエレクトロニクス,1149.0,509000,613
49,2805,エスビー食品,7260.0,84900,613
50,6627,テラプローブ,10590.0,56500,602
51,5161,西川ゴム工業,3620.0,160500,586
52,2705,大戸屋ホールディングス,9430.0,59300,565
53,3444,菊池製作所,1036.0,519400,550
54,6072,地盤ネットホールディングス,1016.0,518200,524
55,3891,ニッポン高度紙工業,6210.0,83800,524
56,4972,綜研化学,4025.0,128500,522
57,9610,ウィルソン・ラーニング　ワールドワイド,138.0,3700300,495
58,7192,日本モーゲージサービス,657.0,723900,494
59,5367,ニッカトー,1340.0,350800,479
60,8117,中央自動車工業,2165.0,211800,462
61,255A,ジーエルテクノホールディングス,4940.0,92200,459
62,6998,日本タングステン,3585.0,124500,449
63,2962,テクニスコ,1508.0,284100,433
64,3851,日本一ソフトウェア,1375.0,296300,411
65,1965,テクノ菱和,6670.0,60900,409
66,9425,ＲｅＹｕｕ　Ｊａｐａｎ,256.0,1520700,386
67,6023,ダイハツインフィニアース,3035.0,127000,383
68,7746,岡本硝子,781.0,477100,372
69,9436,沖縄セルラー電話,4120.0,89200,369
70,7743,シード,792.0,464900,368
71,6203,豊和工業,1502.0,237700,359
72,3222,ユナイテッド・スーパーマーケット・ホールディングス,837.0,421400,352
73,1723,日本電技,2295.0,148500,340
74,7287,日本精機,2705.0,122900,334
75,7018,内海造船,12550.0,26300,328
76,8995,誠建設工業,1665.0,196200,324
77,4320,ＣＥホールディングス,1646.0,190200,313
78,4222,児玉化学工業,695.0,446400,310
79,6736,サン電子,8940.0,34100,307
80,3449,テクノフレックス,3725.0,81700,305
81,6677,エスケーエレクトロニクス,3195.0,87900,281
82,146A,コロンビア・ワークス,3520.0,80100,281
83,6904,原田工業,631.0,441500,274
84,3825,リミックスポイント,229.0,1166600,262
85,4960,ケミプロ化成,669.0,404000,262
86,6226,守谷輸送機工業,2100.0,124400,262
87,7177,ＧＭＯフィナンシャルホールディングス,1160.0,224800,261
88,3850,エヌ・ティ・ティ・データ・イントラマート,3820.0,67400,258
89,2315,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,66.0,3870400,257
90,3856,Ａｂａｌａｎｃｅ,278.0,916900,255
91,9828,Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉｎｉｎｇ　Ｃｏｎｃｅｐｔｓ,3370.0,74400,250
92,5013,ユシロ,2880.0,84400,244
93,6570,共和コーポレーション,4225.0,58600,243
94,4293,セプテーニ・ホールディングス,515.0,455200,236
95,6838,多摩川ホールディングス,1485.0,156100,232
96,4746,東計電算,7080.0,32300,229
97,3399,丸千代山岡家,3905.0,57500,224
98,8789,フィンテック　グローバル,160.0,1383300,223
99,7480,スズデン,3370.0,64700,221
100,3299,ムゲンエステート,1725.0,125200,217
