順位,コード,銘柄名,現在値,出来高,売買代金(百万円)
1,285A,キオクシアホールディングス,55780.0,21757800,1210848
2,9984,ソフトバンクグループ,6150.0,62333000,383338
3,4062,イビデン,23345.0,11458500,267299
4,6857,アドバンテスト,34000.0,7899800,266337
5,6976,太陽誘電,9160.0,27217100,249354
6,8035,東京エレクトロン,56520.0,3653300,204557
7,6981,村田製作所,8022.0,22514600,180739
8,8306,三菱ＵＦＪフィナンシャル・グループ,3714.0,47407500,174674
9,5803,フジクラ,4986.0,26991600,133844
10,6920,レーザーテック,40910.0,2941000,120557
11,8316,三井住友フィナンシャルグループ,6919.0,14825600,101924
12,8411,みずほフィナンシャルグループ,8626.0,10570300,90694
13,5801,古河電気工業,3826.0,19066200,72909
14,6098,リクルートホールディングス,16335.0,4023900,65524
15,7203,トヨタ自動車,2989.5,21084000,63088
16,7011,三菱重工業,3897.0,15832800,62184
17,6146,ディスコ,54220.0,1120200,60773
18,6861,キーエンス,79600.0,731800,58034
19,6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,9300.0,6192900,57725
20,6501,日立製作所,5536.0,9858600,54606
21,6758,ソニーグループ,3710.0,14559900,54068
22,9983,ファーストリテイリング,68620.0,756200,51807
23,7974,任天堂,8100.0,6295000,51270
24,8766,東京海上ホールディングス,7992.0,6096500,48650
25,8001,伊藤忠商事,2211.0,21822800,48477
26,5016,ＪＸ金属,3555.0,12140900,43016
27,6752,パナソニック　ホールディングス,4588.0,8978100,40862
28,6301,小松製作所,7640.0,5019500,37988
29,1803,清水建設,2210.0,16834900,37467
30,8058,三菱商事,4859.0,7325300,35552
31,6503,三菱電機,5239.0,6640500,34817
32,8002,丸紅,4916.0,6739800,32977
33,5802,住友電気工業,2211.0,14543900,31913
34,7741,ＨＯＹＡ,23485.0,1357300,31883
35,9432,ＮＴＴ,176.1,180233400,31640
36,4063,信越化学工業,5889.0,5372200,31602
37,6723,ルネサスエレクトロニクス,3478.0,8775000,30394
38,6702,富士通,4028.0,7302900,29407
39,2914,日本たばこ産業,6943.0,4213200,29138
40,6762,ＴＤＫ,2978.0,9616900,28575
41,4004,レゾナック・ホールディングス,14960.0,1916300,28458
42,8031,三井物産,5071.0,5530700,28025
43,6954,ファナック,5985.0,4706800,28022
44,7735,ＳＣＲＥＥＮホールディングス,13740.0,1966100,26959
45,9433,ＫＤＤＩ,3039.0,8776100,26594
46,7182,ゆうちょ銀行,3349.0,7916000,26244
47,7267,本田技研工業,1735.5,14681100,25471
48,6701,日本電気,4815.0,5185400,24878
49,5706,三井金属,22975.0,1082700,24759
50,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,5030.0,4654700,23294
51,3436,ＳＵＭＣＯ,3117.0,7411900,22964
52,4502,武田薬品工業,5969.0,3826100,22825
53,7936,アシックス,4144.0,5440700,22590
54,4755,楽天グループ,680.2,32863300,22452
55,8308,りそなホールディングス,2540.0,8871400,22335
56,4519,中外製薬,6616.0,3185400,21113
57,7013,ＩＨＩ,2797.0,7524200,21067
58,6367,ダイキン工業,20860.0,1007800,20994
59,6273,ＳＭＣ,69620.0,289800,20111
60,6526,ソシオネクスト,2244.0,8422200,18959
61,4568,第一三共,2929.0,6404400,18789
62,9434,ソフトバンク,245.9,74666600,18379
63,9501,東京電力ホールディングス,522.1,34331100,18127
64,9104,商船三井,7106.0,2549700,18123
65,5020,ＥＮＥＯＳホールディングス,1436.0,12562600,18012
66,7012,川崎重工業,2408.0,7358900,17744
67,3382,セブン＆アイ・ホールディングス,2005.5,8585600,17216
68,8591,オリックス,6171.0,2776600,17061
69,6787,メイコー,23870.0,705800,16952
70,8309,三井住友トラストグループ,1801.5,9345100,16731
71,6330,東洋エンジニアリング,2617.0,6378600,16611
72,1605,ＩＮＰＥＸ,3857.0,4263800,16513
73,5401,日本製鉄,685.5,23941300,16423
74,8053,住友商事,1798.0,9076400,16253
75,5108,ブリヂストン,3839.0,4182700,16046
76,8750,第一ライフグループ,1907.0,8401200,15957
77,7269,スズキ,1989.5,7915700,15780
78,8630,ＳＯＭＰＯホールディングス,6888.0,2294900,15720
79,9101,日本郵船,7365.0,2138100,15703
80,8015,豊田通商,7449.0,2065100,15359
81,6971,京セラ,3764.0,4078000,15264
82,9503,関西電力,2760.0,5521800,15261
83,8604,野村ホールディングス,1586.0,9617000,15224
84,8801,三井不動産,1507.5,10088600,15160
85,2802,味の素,5051.0,3000500,15098
86,6361,荏原製作所,4440.0,3385600,15052
87,4901,富士フイルムホールディングス,3449.0,4392100,15050
88,5713,住友金属鉱山,9587.0,1546000,14801
89,4578,大塚ホールディングス,11160.0,1325000,14795
90,6178,日本郵政,2579.0,5531300,14176
91,4661,オリエンタルランド,2968.0,4755200,14163
92,8802,三菱地所,3655.0,3843500,14036
93,8267,イオン,1300.0,10644600,13837
94,4503,アステラス製薬,2399.0,5627600,13488
95,4689,ＬＩＮＥヤフー,512.3,26257900,13442
96,6506,安川電機,4480.0,2961700,13280
97,9843,ニトリホールディングス,3075.0,4181700,12902
98,7453,良品計画,4050.0,3156500,12738
99,4543,テルモ,2296.5,5424500,12444
100,6326,クボタ,2782.0,4451100,12322
