順位,コード,銘柄名,現在値,出来高,売買代金(百万円)
1,3103,ユニチカ,1022.0,19187300,21002
2,7014,名村造船所,4330.0,2253300,9978
3,6227,ＡＩメカテック,6960.0,1246500,8619
4,6890,フェローテック,8660.0,975800,8403
5,6855,日本電子材料,6450.0,1046000,6765
6,2702,日本マクドナルドホールディングス,8060.0,611300,4959
7,6777,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ,19150.0,232300,4375
8,4966,上村工業,22190.0,166200,3748
9,6834,精工技研,21770.0,160700,3438
10,7564,ワークマン,6160.0,512000,3149
11,8918,ランド,10.0,299636200,3141
12,6524,湖北工業,4965.0,607500,3063
13,3891,ニッポン高度紙工業,6810.0,400100,2728
14,5985,サンコール,1450.0,1928900,2686
15,4716,日本オラクル,9110.0,270300,2449
16,6998,日本タングステン,3120.0,815800,2412
17,3907,シリコンスタジオ,1673.0,1614100,2376
18,3350,メタプラネット,220.0,10554900,2316
19,7716,ナカニシ,3245.0,738600,2306
20,7906,ヨネックス,2587.0,777100,1991
21,6016,ジャパンエンジンコーポレーション,9310.0,208500,1987
22,2782,セリア,4160.0,436100,1823
23,6627,テラプローブ,11600.0,154100,1797
24,6946,日本アビオニクス,5700.0,295500,1673
25,4970,東洋合成工業,13540.0,113300,1541
26,4816,東映アニメーション,2888.0,535100,1533
27,6993,大黒屋ホールディングス,103.0,13778600,1455
28,255A,ジーエルテクノホールディングス,5520.0,248300,1400
29,3299,ムゲンエステート,1708.0,775600,1350
30,6656,インスペック,907.0,1346300,1292
31,6366,千代田化工建設,681.0,1877700,1281
32,4746,東計電算,6600.0,184700,1216
33,7760,ＩＭＶ,1945.0,598300,1196
34,6327,北川精機,3215.0,365100,1150
35,7018,内海造船,11280.0,99300,1139
36,1909,日本ドライケミカル,3705.0,258400,957
37,5161,西川ゴム工業,3420.0,274000,935
38,6203,豊和工業,1488.0,580300,873
39,4320,ＣＥホールディングス,1651.0,494000,815
40,6226,守谷輸送機工業,2039.0,380500,775
41,6125,岡本工作機械製作所,5160.0,147800,774
42,3449,テクノフレックス,4250.0,175000,753
43,1407,ウエストホールディングス,2681.0,274800,736
44,287A,黒田グループ,1141.0,638000,728
45,8508,Ｊトラスト,885.0,819900,720
46,8572,アコム,483.2,1424200,689
47,1965,テクノ菱和,6190.0,108900,687
48,6862,ミナトホールディングス,2252.0,284000,643
49,7271,安永,794.0,800500,638
50,6960,フクダ電子,11820.0,53400,629
51,3222,ユナイテッド・スーパーマーケット・ホールディングス,812.0,718500,580
52,4107,伊勢化学工業,3685.0,156400,575
53,7480,スズデン,3385.0,164100,561
54,6023,ダイハツインフィニアース,2981.0,174900,521
55,9888,ＵＥＸ,1124.0,463100,517
56,4293,セプテーニ・ホールディングス,495.0,1031700,507
57,3549,クスリのアオキホールディングス,3990.0,124400,497
58,2354,ＹＥ　ＤＩＧＩＴＡＬ,1283.0,388900,496
59,300A,ＭＩＣ,3120.0,148300,476
60,9308,乾汽船,1936.0,243100,475
61,6492,岡野バルブ製造,13560.0,34500,474
62,7287,日本精機,2599.0,174600,452
63,2780,コメ兵ホールディングス,5200.0,84800,437
64,7711,助川電気工業,4505.0,95300,423
65,4935,リベルタ,244.0,1652900,411
66,6877,ＯＢＡＲＡ　ＧＲＯＵＰ,5810.0,70700,409
67,9436,沖縄セルラー電話,4135.0,99100,409
68,6072,地盤ネットホールディングス,924.0,435400,402
69,253A,ＥＴＳグループ,1021.0,354800,391
70,3131,シンデン・ハイテックス,4455.0,85300,374
71,6668,アドテック　プラズマ　テクノロジー,3515.0,104900,371
72,6840,ＡＫＩＢＡホールディングス,767.0,495600,370
73,6994,指月電機製作所,1114.0,315800,350
74,4767,テー・オー・ダブリュー,370.0,958900,345
75,4635,東京インキ,2048.0,168000,338
76,6736,サン電子,10770.0,29700,318
77,6357,三精テクノロジーズ,2570.0,120500,313
78,7746,岡本硝子,748.0,420700,309
79,6677,エスケーエレクトロニクス,3670.0,83700,306
80,604A,ビーエイブル,907.0,340900,305
81,6337,テセック,3220.0,93400,300
82,4972,綜研化学,3345.0,89200,296
83,1723,日本電技,2199.0,133100,294
84,6838,多摩川ホールディングス,1437.0,194700,281
85,1514,住石ホールディングス,597.0,458400,275
86,6637,寺崎電気産業,4170.0,66500,273
87,5381,マイポックス,863.0,312900,269
88,2805,エスビー食品,6890.0,38700,266
89,3374,内外テック,3510.0,73100,257
90,5367,ニッカトー,1192.0,214800,257
91,4619,日本特殊塗料,2529.0,100600,256
92,3810,サイバーステップホールディングス,182.0,1338900,251
93,9425,ＲｅＹｕｕ　Ｊａｐａｎ,208.0,1181500,245
94,4620,藤倉化成,871.0,272200,243
95,4628,エスケー化研,9030.0,27000,241
96,2315,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,60.0,3984500,239
97,6433,ヒーハイスト,945.0,238400,233
98,7177,ＧＭＯフィナンシャルホールディングス,1088.0,211200,230
99,7971,東リ,663.0,335000,225
100,3856,Ａｂａｌａｎｃｅ,341.0,655200,221
