順位,コード,銘柄名,現在値,出来高,売買代金(百万円)
1,593A,ティアフォー,3570.0,65990000,230002
2,278A,Ｔｅｒｒａ　Ｄｒｏｎｅ,18480.0,3322700,63429
3,336A,ダイナミックマッププラットフォーム,1779.0,13015200,22145
4,6522,アスタリスク,1615.0,8402100,13023
5,581A,ＧＯ,3790.0,2997600,11605
6,4052,フィーチャ,865.0,7605100,6301
7,485A,パワーエックス,1691.0,3428400,5788
8,6613,ＱＤレーザ,1780.0,2907100,5305
9,186A,アストロスケールホールディングス,1040.0,4636200,4867
10,3905,データセクション,1554.0,2591400,4049
11,338A,ＺｅｎｍｕＴｅｃｈ,2517.0,1573300,3963
12,4588,オンコリスバイオファーマ,4070.0,973500,3929
13,4564,オンコセラピー・サイエンス,22.0,151214500,3327
14,215A,タイミー,1602.0,1807100,2919
15,4056,ニューラルグループ,289.0,10504100,2887
16,2160,ジーエヌアイグループ,2805.0,942700,2667
17,446A,ノースサンド,2161.0,1131200,2432
18,141A,トライアルホールディングス,4045.0,566300,2237
19,4478,フリー,3965.0,532200,2107
20,4075,ブレインズテクノロジー,1780.0,1188200,2073
21,4597,ソレイジア・ファーマ,29.0,70629100,2048
22,5253,カバー,1627.0,1147300,1871
23,464A,ＱＰＳホールディングス,1705.0,1074400,1848
24,7806,ＭＴＧ,8260.0,206200,1718
25,290A,Ｓｙｎｓｐｅｃｔｉｖｅ,1400.0,1174000,1670
26,603A,アイ・グリッド・ソリューションズ,1149.0,1457100,1616
27,247A,Ａｉロボティクス,971.0,1260700,1244
28,402A,アクセルスペースホールディングス,521.0,2247100,1187
29,4259,エクサウィザーズ,800.0,1449100,1182
30,219A,Ｈｅａｒｔｓｅｅｄ,2172.0,533800,1163
31,6085,アーキテクツ・スタジオ・ジャパン,184.0,5722400,1083
32,9166,ＧＥＮＤＡ,720.0,1462100,1049
33,3664,ＷＩＺＥ,24.0,38765200,964
34,456A,ＨＵＭＡＮ　ＭＡＤＥ,1466.0,645400,945
35,7685,ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,3020.0,260400,783
36,6232,ＡＣＳＬ,1495.0,461400,690
37,319A,技術承継機構,21410.0,32600,686
38,4475,ＨＥＮＮＧＥ,1576.0,417200,665
39,4592,サンバイオ,910.0,731100,664
40,5243,ｎｏｔｅ,2701.0,241200,659
41,4425,Ｋｕｄａｎ,1466.0,448100,659
42,3653,モルフォ,1315.0,456300,598
43,7047,ポート,2100.0,284000,597
44,7803,ブシロード,429.0,1364900,594
45,3692,ＦＦＲＩセキュリティ,5620.0,104000,588
