順位,コード,銘柄名,現在値,出来高,売買代金(百万円)
1,2702,日本マクドナルドホールディングス,7460.0,3176800,23696
2,6890,フェローテック,9460.0,1658700,15839
3,6227,ＡＩメカテック,6590.0,1625500,10826
4,7746,岡本硝子,850.0,8558400,7322
5,3350,メタプラネット,197.0,34900600,6973
6,4716,日本オラクル,8088.0,861700,6860
7,6072,地盤ネットホールディングス,969.0,6661400,6811
8,6855,日本電子材料,8170.0,783400,6484
9,6327,北川精機,6300.0,938600,6253
10,6834,精工技研,31100.0,205300,6248
11,2962,テクニスコ,1888.0,2603100,4790
12,7014,名村造船所,3690.0,892100,3280
13,6777,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ,28000.0,112100,3136
14,8918,ランド,10.0,298690900,3122
15,3103,ユニチカ,1032.0,2439800,2532
16,4664,アール・エス・シー,1191.0,1677700,2028
17,4107,伊勢化学工業,4385.0,467000,1991
18,6627,テラプローブ,13210.0,142000,1843
19,6366,千代田化工建設,675.0,2729600,1842
20,3891,ニッポン高度紙工業,10150.0,167100,1684
21,7564,ワークマン,6740.0,232700,1558
22,5367,ニッカトー,1678.0,879200,1521
23,5985,サンコール,1800.0,793800,1452
24,6524,湖北工業,5480.0,236600,1312
25,3449,テクノフレックス,9150.0,141700,1302
26,6203,豊和工業,1607.0,766700,1241
27,4966,上村工業,26930.0,45300,1223
28,1948,弘電社,11480.0,90200,1036
29,1407,ウエストホールディングス,2345.0,365400,849
30,2354,ＹＥ　ＤＩＧＩＴＡＬ,773.0,1048200,816
31,6994,指月電機製作所,1379.0,550700,767
32,6838,多摩川ホールディングス,1941.0,391000,763
33,2782,セリア,3715.0,196600,730
34,8508,Ｊトラスト,807.0,897000,714
35,7906,ヨネックス,2297.0,293000,670
36,6862,ミナトホールディングス,2179.0,297200,650
37,6946,日本アビオニクス,4885.0,130400,638
38,4816,東映アニメーション,2309.0,271800,628
39,7287,日本精機,2479.0,245800,614
40,1716,第一カッター興業,1388.0,441100,611
41,3549,クスリのアオキホールディングス,3533.0,172900,609
42,2938,オカムラ食品工業,1438.0,411700,605
43,8572,アコム,449.5,1295200,580
44,7716,ナカニシ,2989.0,194000,580
45,3299,ムゲンエステート,1805.0,321600,577
46,255A,ジーエルテクノホールディングス,5920.0,96800,574
47,287A,黒田グループ,1069.0,515700,551
48,1909,日本ドライケミカル,3720.0,147800,548
49,3907,シリコンスタジオ,943.0,539300,543
50,2780,コメ兵ホールディングス,4815.0,111700,533
51,3444,菊池製作所,1216.0,409400,506
52,2418,ツカダ・グローバルホールディング,612.0,768800,473
53,6659,メディアリンクス,65.0,6962400,467
54,4970,東洋合成工業,16430.0,28400,461
55,6656,インスペック,1253.0,353200,458
56,6016,ジャパンエンジンコーポレーション,8260.0,54100,448
57,3544,サツドラホールディングス,1253.0,358800,446
58,7412,アトム,387.0,1113000,423
59,7177,ＧＭＯフィナンシャルホールディングス,987.0,405400,401
60,6245,ヒラノテクシード,1823.0,218400,398
61,6840,ＡＫＩＢＡホールディングス,852.0,428200,363
62,6666,リバーエレテック,970.0,355000,352
63,5816,オーナンバ,1721.0,201900,352
64,8105,Ｂｉｔｃｏｉｎ　Ｊａｐａｎ,153.0,2294400,346
65,6668,アドテック　プラズマ　テクノロジー,4180.0,82700,345
66,6226,守谷輸送機工業,2239.0,152700,342
67,5381,マイポックス,1110.0,296000,330
68,8746,ｕｎｂａｎｋｅｄ,146.0,2110800,329
69,6145,ＮＩＴＴＯＫＵ,2979.0,109700,329
70,6960,フクダ電子,10860.0,30100,325
71,4992,北興化学工業,2208.0,142600,319
72,4293,セプテーニ・ホールディングス,455.0,679200,308
73,1723,日本電技,2305.0,132400,304
74,5817,ＪＭＡＣＳ,922.0,324400,304
75,6993,大黒屋ホールディングス,90.0,3362900,303
76,4767,テー・オー・ダブリュー,325.0,914000,298
77,5161,西川ゴム工業,2974.0,100100,297
78,6492,岡野バルブ製造,15580.0,19000,295
79,3222,ユナイテッド・スーパーマーケット・ホールディングス,792.0,368500,291
80,6125,岡本工作機械製作所,5630.0,51500,289
81,5721,エスクリプトエナジー,70.0,4216600,287
82,4746,東計電算,4440.0,64400,285
83,6336,石井表記,1911.0,143900,281
84,6629,テクノホライゾン,1031.0,269000,276
85,6217,津田駒工業,1049.0,249200,272
86,3441,山王,3465.0,78000,271
87,3242,アーバネットコーポレーション,532.0,497300,265
88,9436,沖縄セルラー電話,3685.0,70700,260
89,7256,河西工業,407.0,626700,257
90,6736,サン電子,9030.0,28100,255
91,8928,穴吹興産,2327.0,108600,254
92,4595,ミズホメディー,1693.0,147500,250
93,7578,ニチリョク,75.0,3078900,249
94,4800,オリコン,1330.0,186600,248
95,6384,昭和真空,1790.0,134100,244
96,6897,ツインバード,643.0,365300,230
97,9691,両毛システムズ,5180.0,43700,227
98,2315,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,55.0,4136600,223
99,5184,ニチリン,4220.0,52700,221
100,6877,ＯＢＡＲＡ　ＧＲＯＵＰ,6060.0,36300,221
