順位,コード,銘柄名,現在値,出来高,売買代金(百万円)
1,4107,伊勢化学工業,4735.0,3928000,18162
2,2702,日本マクドナルドホールディングス,7580.0,2078300,15594
3,6890,フェローテック,9140.0,1195500,10677
4,7746,岡本硝子,949.0,9572400,9098
5,6855,日本電子材料,7730.0,997200,7632
6,4716,日本オラクル,8515.0,837400,7090
7,6834,精工技研,29470.0,231400,6774
8,6227,ＡＩメカテック,6730.0,876200,5716
9,2962,テクニスコ,1823.0,2208800,4584
10,6327,北川精機,6900.0,648300,4173
11,6777,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ,26360.0,149700,3878
12,7564,ワークマン,7070.0,524100,3661
13,7014,名村造船所,3590.0,960900,3472
14,3350,メタプラネット,202.0,15447600,3126
15,8918,ランド,10.0,293105000,2962
16,3103,ユニチカ,1035.0,2275500,2337
17,3449,テクノフレックス,10160.0,244900,2311
18,5367,ニッカトー,1472.0,1393200,2182
19,4966,上村工業,26830.0,80000,2124
20,6366,千代田化工建設,686.0,3081800,2075
21,6627,テラプローブ,12840.0,151700,1931
22,6072,地盤ネットホールディングス,1021.0,1926400,1896
23,8105,Ｂｉｔｃｏｉｎ　Ｊａｐａｎ,168.0,10952700,1892
24,4664,アール・エス・シー,1113.0,1241700,1633
25,5985,サンコール,1729.0,891000,1519
26,3891,ニッポン高度紙工業,9980.0,137500,1346
27,5721,エスクリプトエナジー,68.0,15645000,1230
28,8508,Ｊトラスト,836.0,1392900,1141
29,1948,弘電社,11490.0,96800,1112
30,6492,岡野バルブ製造,17000.0,60100,1048
31,3549,クスリのアオキホールディングス,3640.0,281800,1031
32,4935,リベルタ,257.0,3940900,1001
33,6524,湖北工業,5270.0,169100,888
34,1909,日本ドライケミカル,3705.0,234500,871
35,4816,東映アニメーション,2431.0,356700,861
36,2782,セリア,3700.0,232800,858
37,1407,ウエストホールディングス,2427.0,339200,815
38,6946,日本アビオニクス,4915.0,162900,809
39,6838,多摩川ホールディングス,1822.0,433700,785
40,8572,アコム,454.4,1723600,783
41,6993,大黒屋ホールディングス,89.0,8443500,769
42,9941,太洋物産,1520.0,462800,697
43,7940,ウェーブロックホールディングス,1064.0,643700,682
44,7716,ナカニシ,3000.0,228300,682
45,7906,ヨネックス,2332.0,290400,676
46,4595,ミズホメディー,1643.0,406500,668
47,6960,フクダ電子,11230.0,56500,637
48,6994,指月電機製作所,1297.0,490200,635
49,6203,豊和工業,1548.0,363200,568
50,2938,オカムラ食品工業,1321.0,424900,552
51,7412,アトム,397.0,1366100,546
52,4970,東洋合成工業,16270.0,33700,540
53,3529,アツギ,916.0,617400,538
54,6862,ミナトホールディングス,2117.0,252500,530
55,6016,ジャパンエンジンコーポレーション,7800.0,66100,523
56,287A,黒田グループ,1062.0,473700,504
57,6840,ＡＫＩＢＡホールディングス,802.0,595100,471
58,3544,サツドラホールディングス,1281.0,359300,461
59,3222,ユナイテッド・スーパーマーケット・ホールディングス,813.0,568400,460
60,4972,綜研化学,3110.0,148000,454
61,3299,ムゲンエステート,1746.0,258200,451
62,6336,石井表記,1741.0,254100,443
63,3399,丸千代山岡家,3430.0,129100,438
64,6668,アドテック　プラズマ　テクノロジー,3800.0,113600,433
65,8946,ＡＳＩＡＮ　ＳＴＡＲ,75.0,4970500,421
66,6356,日本ギア工業,1499.0,273500,414
67,4746,東計電算,4475.0,87900,391
68,6145,ＮＩＴＴＯＫＵ,2966.0,131200,383
69,6125,岡本工作機械製作所,5840.0,63400,366
70,4691,ワシントンホテル,2554.0,133900,351
71,9828,Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉｎｉｎｇ　Ｃｏｎｃｅｐｔｓ,3170.0,109100,343
72,6226,守谷輸送機工業,2185.0,154300,338
73,9436,沖縄セルラー電話,3725.0,88500,329
74,7287,日本精機,2484.0,132900,327
75,5161,西川ゴム工業,3015.0,105900,318
76,4992,北興化学工業,2167.0,146900,317
77,1965,テクノ菱和,5700.0,53100,303
78,4800,オリコン,1332.0,222600,296
79,3053,ペッパーフードサービス,181.0,1588800,294
80,6547,グリーンズ,2155.0,132700,287
81,2354,ＹＥ　ＤＩＧＩＴＡＬ,802.0,358500,283
82,255A,ジーエルテクノホールディングス,5970.0,48400,283
83,2780,コメ兵ホールディングス,4830.0,58300,279
84,3444,菊池製作所,1157.0,233800,279
85,146A,コロンビア・ワークス,2936.0,94000,275
86,6023,ダイハツインフィニアース,2546.0,108500,274
87,3597,自重堂,8960.0,30800,272
88,6736,サン電子,8670.0,30700,269
89,5381,マイポックス,1075.0,248900,266
90,6629,テクノホライゾン,999.0,258200,259
91,197A,タウンズ,469.0,540100,256
92,6231,木村工機,11460.0,22200,255
93,3441,山王,3320.0,74400,247
94,7177,ＧＭＯフィナンシャルホールディングス,992.0,247700,245
95,6666,リバーエレテック,945.0,257100,240
96,6469,放電精密加工研究所,2526.0,92400,237
97,7711,助川電気工業,4905.0,46700,230
98,6156,エーワン精密,1825.0,130400,228
99,6877,ＯＢＡＲＡ　ＧＲＯＵＰ,6100.0,37200,227
100,6659,メディアリンクス,64.0,3435200,218
